id;cardType;alignment;name;rarity;text;flavourText;illustrator;edition
415;Agenda;Corporation;Viral Breeding Ground;common;When you score Breeding Ground, trash all cards installed in or on the fort Breeding Ground was installed in. When Runner accesses Breeding Ground, choose up to two programs for each advancement counter on Breeding Ground; Runner brings those programs into his or her hand.;Michael Kellner;Proteus
416;Agenda;Corporation;World Domination;rare;Score an additional 4 agenda points when you score World Domination.;;Craig Hooper;Proteus
417;Ice;Corporation;Brain Wash;common;*Do 1 brain damage.;I can see clearly now my brain is gone.;Doug Shuler;Proteus
418;Ice;Corporation;Bug Zapper;uncommon;*Do 2 Net damage for each rezzed piece of ice installed outside Bug Zapper.n*End the run.;Try it for a month, and if it doesn't flatline anyone, send it back at our expense!;Corey Macourek;Proteus
419;Ice;Corporation;Caryatid;uncommon;*End the run.nWhen you rez Caryatid, you may pay ➊, above the rez cost, to make it a code gate instead of a wall.;All the form and twice the function of our previous model-the Galatea.;Mike Kimble;Proteus
420;Ice;Corporation;Chihuahua;common;*Trace1 - If trace is successful, do 1 Net damage.nGain ➋ when you rez Chihuahua.;Almost to cute to kick. Almost;Kevin Taylor;Proteus
421;Ice;Corporation;Colonel Failure;rare;*Trash a program.n*Trash a program.n*Trash a program.n*End the run.n*End the run.;War is the continuation of business by other means.;Mark Tedin;Proteus
422;Ice;Corporation;Coyote;common;*For the remainder of the run, all further ice is encountered at +1 strength, unless Runner pays ➋ while passing Coyote.nGain ➌ when you rez Coyote.;;Jonnie Wilder;Proteus
423;Ice;Corporation;Credit Blocks;common;*End the run.nWhen you rez Credit Blocks, you may pay ➊, above the rez cost, to make it a wall instead of a sentry.;At the right frequency, the bull-and-bear puls of a seasoned corp's finacial curve will paralyze a sane mind.;James Allen Higgins;Proteus
424;Ice;Corporation;Datacomb;common;*End the run.nIf Runner passes Datacomb, pay ➊, or uninstall it and store it in HQ;Getting at the honey sometimes means taking a sting or two.;Kim Francisco;Proteus
425;Ice;Corporation;Death Yo-Yo;common;*Do 1 brain damage.n*End the run.nIf Runner passes Death Yo-Yo, you may choose to uninstall it, store it in HQ, and gain ➊.;This is a trick I call 'walkin' the dog.';Norm Dwyer;Proteus
426;Ice;Corporation;Digiconda;uncommon;*Do 2 Net damage.n*End the run.nPay [X], above the rez cost, when you rez Digiconda. X is Digiconda 's strength, and X cannotbe greater than 6.;See that lump? It's still digesting the data from the last weeflerunner icon it caught.;David Ho;Proteus
427;Ice;Corporation;Dog Pile;uncommon;*Do 1 Net damage for each rezzed piece of ice installed outside Dog Pile.n*End the run.nDog Pile has +1 strength for each rezzed piece of ice installed outside it.;;Doug Shuler;Proteus
428;Ice;Corporation;Food Fight;common;Food Fight has one *End the run subroutine for every ➋ you pay, above the rez cost, when you rez it.;Frack, Hans, end the run! It's the Food Fight!;Mark Rattin;Proteus
429;Ice;Corporation;Galatea;common;*End the run.nWhen you rez Galatea, you may pay ➊, above the rez cost, to make it a code gate instead of a wall.;She's stonewalling.;Jonnie Wilder;Proteus
430;Ice;Corporation;Gatekeeper;common;Gatekeeper has one *End the run subroutine for every ➋ you pay, above the rez cost, when you rez it.;The icon alone does most of the work for us.;Mark Poole;Proteus
431;Ice;Corporation;Homing Missile;uncommon;*Tracex - If trace is successful, end the run, and Runner cannot make another run until Runner takes an action to pay ➋.nPay [X], above the rez cost, when you rez Homing Missile. X is Homing Missile 's strength and trace limit, and X cannot be greater than 8.;;John Sledd;Proteus
432;Ice;Corporation;Hunting Pack;uncommon;For each rezzed piece of ice installed outside Hunting Pack, Hunting Pack has one subroutine as follows: *Trace5 - If trace is successful, give Runner a tag.;;Norm Dwyer;Proteus
433;Ice;Corporation;Iceberg;rare;*Do 1 Net damage.n*➋: Iceberg has one *End the run subroutine for the present encounter. Use this ability only when Runner encounters Iceberg.;;Mark Tedin;Proteus
434;Ice;Corporation;Lesser Arcana;common;*End the run.nWhen you rez Lesser Arcana, you may pay 1, above the rez cost, to make it a wall instead of a sentry.;You'd think a hammer would blow through a wall of cards without even slowing down.nYou're taking the Net too literally again, kit.;Kino;Proteus
435;Ice;Corporation;Marionette;common;*Trash a program.n*End the run.nIf Runner passes Marionette, pay ➊, or uninstall it and store it in HQ.;"The Marionette's not such a big deal;it's who's pulling the strings.";Mark Rattin;Proteus
436;Ice;Corporation;Mastermind;uncommon;n*Do 1 brain damage for each rezzed piece of ice installed outside Mastermind.n*End the run.nMastermind has +1 strength for each rezzed piece of ice installed outside it.;;Kino;Proteus
437;Ice;Corporation;Minotaur;uncommon;For each rezzed code gate or wall installed outside Minotaur, Minotaur has one *End the run subroutine.;;Craig Hooper;Proteus
438;Ice;Corporation;Misleading Access Menus;common;*End the run unless Runner pays ➊.nGain ➌ when you rez Misleading Access Menus.;You wouldn't believe how many suckers try to access 'Tools/Certain Death.';Mike Kimble;Proteus
439;Ice;Corporation;Mobile Barricade;rare;*Do 1 Net damage.n*End the run.n➊: Move Mobile Barricade and insert it in a different position on this data fort. Use this ability only at the start of a run on this data fort. You may use this ability even if Mobile Barricade is unrezzed, in which case, you reveal it.;;Michael Kellner;Proteus
440;Ice;Corporation;Riddler;common;➋: Riddler has one *End the run subroutine for the present encounter. Use this ability only when Runner encounters Riddler.;Why is a raven like a write-protect?;Daniel Gelon;Proteus
441;Ice;Corporation;Roadblock;rare;"*End the run.nWhen Runner encounters Roadblock, roll a die. On a 6, derez Roadblock, and Runner automatically passes it;otherwise, add the result to Roadblock's strength for that encounter.";Do you have any stolen data to declare?;Daniel Gelon;Proteus
442;Ice;Corporation;Sandstorm;common;Sandstorm has one *End the run subroutine for every ➋ you pay, above the rez cost, when you rez it.;Like a snow crash, only much grittier.;Kim Francisco;Proteus
443;Ice;Corporation;Scaffolding;common;*End the run.nIf Runner passes Scaffolding, you may choose to uninstall it, store it in HQ, and gain ➊.;Usually, it's not the scaffolding that's the problem but whatever it is they're repairing on the other side.;Kim Francisco;Proteus
444;Ice;Corporation;Snowbank;common;*End the run unless Runner pays ➊.nGain ➌ when you rez Snowbank.;Sure you can jump right through, but let me tell you a story about a kid on my street who jumped off his fire escape into a snowbank....;Doug Shuler;Proteus
445;Ice;Corporation;Sphinx 2006;uncommon;*End the run.nWhen you rez Sphinx 2006, you may pay ➍, above the rez cost, to make it a sentry instead of a code gate.;What runs on four megs in the morning, two megs in the afternoon, and three megs in the evening?;Daniel Gelon;Proteus
446;Ice;Corporation;Sumo 2008;uncommon;*End the run.nWhen you rez Sumo 2008, you may pay ➊, above the rez cost, to make it a wall instead of a sentry.;I see the kanji characters on his belt translate to 'wide load.'nPlus, if you lokk real close, you can see I coded a smiley face in his navel.;Mike Kimble;Proteus
447;Ice;Corporation;Toughoniumu2122 Wall;rare;End the run.n*End the run.n*End the run.n*End the run.;;Craig Hooper;Proteus
448;Ice;Corporation;Tumblers;common;*End the run.nIf Runner passes Tumblers, you may choose to uninstall it, store it in HQ, and gain ➊.;They're not pistons. They just put the flattened icon in as a sick joke.;Daniel Gelon;Proteus
449;Ice;Corporation;Twisty Passages;common;*End the run.nIf Runner passes Twisty Passages, pay ➊, or uninstall it and store it in HQ.;"It's got routines that specifically target Smarteye;the eyeball becomes a little eight ball that says, You see a little file here. Do you want to go (n)orth or (s)outh?";Daniel Gelon;Proteus
450;Ice;Corporation;Walking Wall;common;*End the run.n➊: Move Walking Wall and insert it in a different position on this data fort. Use this ability only at the start of a run on this data fort. You may use this ability even if Walking Wall is unrezzed, in which case, you reveal it.;;John Sledd;Proteus
451;Ice;Corporation;Washed-Up Solo Construct;common;*Trash a program unless Runner pays ➊.nGain ➌ when you rez Washed-Up Solo Construct.;Before they made my construct they told me, 'You're getting too slow for street work, but we can transfer you into software security.' How was I to know?;David Logan;Proteus
452;Prep;Runner;All-Hands;common;Make a run on HQ. If run is successful, access three additional cards from HQ. You cannot use noisy icebreakers during the run.;Now who called this meeting?;Michael Kellner;Proteus
453;Prep;Runner;Blackmail;rare;Make a run on HQ. If run is successful, do not access cards from HQ; instead, score 1 agenda point.;James Allen Higgins;Proteus
454;Prep;Runner;Cruising for Netwatch;common;Gain ➊ and draw two cards.;Back home on the bayou, before it dried up, the good ole boys would ambush federal patrolmen just to try out their new cyberware. Now we bushwhack stray Netwatch goons just to try out our new programs. Some things just don't go out of style.-Digital Dana;David Logan;Proteus
455;Prep;Runner;Decoy Signal;common;Make a run. Whenever you approach an unrezzed piece of ice during that run, expose it. You may jack out before the Corp decides whether to rez the ice.;Neat piece of code. Reminds me of a weef i used to know.-Max Forward;John Sledd;Proteus
456;Prep;Runner;Demolition Run;uncommon;"Make a run. If run is successful, do not access cards;  instead, trash all rezzed ice on the fort on which you just made a run, and the Corp gives you three tags.";"Sure it was woth it. Now hurry up and get packed;they'll be here in a minute.";John Sledd;Proteus
457;Prep;Runner;Disgruntled Ice Technician;uncommon;Make a run. After passing a piece of ice during this run, you may derez that ice and end your run if you broke all the subroutines of that ice.;Even if they catch me doing this, they'll have me improving their ice to the bitter end. Of course, I'd rather that end not to be strapped to a couch in Sk®lderviken.;Doug Chaffee;Proteus
458;Prep;Runner;Drone for a Day;common;Gain ➒ and the Corp gives you a tag.;Sure you won't stay? No one else here understands our business half as well as you do.;Romas Kukalis;Proteus
459;Prep;Runner;Faked Hit;uncommon;Give the Corp 1 Bad Publicity point. Take 2 brain damage. This damage cannot be prevented.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;I won't need much air with the coma drug, but I could still get hypoxia if you don't get me out of the bag in time.;Randy Gallegos;Proteus
460;Prep;Runner;Frame-Up;rare;Play only if you made a successful run on both HQ and R&D this turn. Give the Corp 1 Bad Publicity point. Give the Corp 1 additional Bad Publicity point if you liberated or trashed any Black Ops cards during those runs.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;But we weren't going to do that until next week!;Doug Chaffee;Proteus
461;Prep;Runner;Hijack;rare;Install a program or a piece of hardware. Gain ➌, which you may use only to pay for its installation cost. Return to the bank any of the ➌ you did not spend.;;Thomas Gianni;Proteus
462;Prep;Runner;Ice and Data Special Report;common;Expose up to five cards installed in or on a single data fort.;Max Forward is a freelance writer and nrindex, and has recently made available to the runner community the icebreaker technology he describes.-contributor's bio;David Logan;Proteus
463;Prep;Runner;Identity Donor;rare;Do not play Identity Donor as an action; instead, play it during the Corp 's turn when you would suffer meat damage. Prevent that meat damage and give the Corp 2 Bad Publicity points.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;Debbie Hughes;Proteus
464;Prep;Runner;Live News Feed;rare;Make a run. If run is successful, the Corp gives you two tags, and you give the Corp 1 Bad Publicity point for each black ice you encountered during the run, 1 for each Black Ops card the Corp rezzed during the run, and 1 for each Black Ops agenda you liberated during the run.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;;Doug Chaffee;Proteus
465;Prep;Runner;On the Fast Track;uncommon;Gain ➑ if you trashed an advertisement card this turn, or gain ➏ if you trashed a transactions card this turn.;He was a nobody until I doctored their auditions database. I rigged that campaign to fail, of course, but it lasted long enough for him to get paid.;Paul Chadwick;Proteus
466;Prep;Runner;Pirate Broadcast;rare;Make a run on each data fort. Score 1 agenda point if all the runs are successful. Forgo your next action if any of the runs are not successful.;It's scary how ineffective the law is these days. It used to be that we could turn corporate dirt over to the Feds, and let the do the rest of the network. Nowadays we have to do everything ourselves.-Digital Dana;Ciro Tota;Proteus
467;Prep;Runner;Poisoned Water Supply;rare;Play only if you have at least two connections in play. Trash two connections. Give the Corp 1 Bad Publicity point.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;;;Proteus
468;Prep;Runner;Prearranged Drop;rare;The next time you access an agenda this turn, gain ➏.;Maybe you and I could-nKeep it simple, stupid.;David Seeley;Proteus
469;Prep;Runner;Promises,Promises;rare;The next time you access an agenda this turn, score 1 additional agenda point.;Ishiguro apologizes for doubting your ability to find data incriminating our competitor. He humbly offers this unworthy gift for uncovering highly sensitive plans for world domination.;Doug Shuler;Proteus
470;Prep;Runner;Reconnaissance;common;Make a run. Whenever the Corp rezzes a card during that run, gain ➊.;We'll put a tap on your line and transfer credit after each piece of ice you hit. Oh, and don't worry, even if surge ice fries you, our buffers will ensure the data reachus us safely.;Doug Shuler;Proteus
471;Prep;Runner;Remote Detonator;uncommon;Play only if you made a successful run on a data fort this turn. Trash all rezzed ice on that fort, and the Corp gives you three tags.;It takes a long time-hundreds of milliseconds!-to feed all the ice specs to the planted viruses, so you'd better riding a Nasuko cycle through the fourth dimension, because the Corp has your number!;Norm Dwyer;Proteus
472;Prep;Runner;Rush Hour;common;Make a run on R&D. If run is successful, access three additional cards from R&D. You cannot use noisy icebreakers during the run.;Sure there are more signals to hide in, but there's also a greater chance of someone being around who'll jump you of you get noticed.;John Sledd;Proteus
473;Prep;Runner;Senatorial Field Trip;rare;Play only if the Corp rezzed a piece of Black Ice this turn. The Corp either derezzes that piece of ice or receives 2 Bad Publicity points.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;;Pete Venters;Proteus
474;Prep;Runner;Stakeout;common;Gain ➋ and draw one card.;This is reconnaissance, not voyeurism, Wilson.;Paul Chadwick;Proteus
475;Prep;Runner;Subliminal Corruption;uncommon;Make a run. Give the Corp 1 Bad Publicity point for each advertisement you trash during the run.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;SFX'! It says 'SFX'!;James Allen Higgins;Proteus
476;Prep;Runner;Test Spin;rare;Search your stack for a program, and install it, at no cost. Shuffle your stack. If you install a program in this way, make a run. After the run, shuffle the program into your stack, unless it is no longer in play, in which case, lose ➍ plus its installation cost. If this is more than the number of bits in your pool, suffer the difference in meat damage.;And when you bring it back, we'll deactivate the code bomb for free.;Mark Tedin;Proteus
477;Prep;Runner;The Personal Touch;common;Put a +1 strength counter on an icebreaker.;I think that if I'd been spending my time and money on any other 'breaker thank Dhalia, my girlfriend would have understood.;Debbie Hughes;Proteus
478;Prep;Runner;Weefle Initiation;common;Make a run. Prevent up to 7 damage during that run.;Lost another one.nSo?;Rick Berry;Proteus
479;Program;Runner;Armageddon;rare;After each successful run on R&D, you may choose to give the Corp a Doom counter instead of accessing cards from R&D. Each Doom counter forces the Corp to roll a die whenever it installs a card. On a 6, the card is trashed after it is installed, and the Corp removes a Doom counter.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.;;Mark Tedin;Proteus
480;Program;Runner;Big Frackin' Gun;common;➏: Break up to five sentry subroutines on a single piece of ice.n➊: +1 strength;Does that have to be your solution to everything?nWell...yes, now stand back.;Doug Shuler;Proteus
481;Program;Runner;Black Widow;uncommon;➊: Break sentry subroutine.n➋: +1 strengthnChoose an installed piece of ice when you install Black Widow. Black Widow gets +5 strength during each encounter with that piece of ice.;When she pours on the charm, piece of ice falls hard.;Doug Shuler;Proteus
482;Program;Runner;Boring Bit;common;➋: Break wall subroutine.n➊: +1 strength;An effective drill, but pretty dull.;Ash Arnett;Proteus
483;Program;Runner;Bulldozer;uncommon;➊: Break wall subroutine.n➋: +1 strengthnIf Bulldozer breaks all the subroutines of a wall, and the next piece of ice encountered during this run is a sentry, break one of the subroutines of that sentry, at no cost.nWhenever you break a wall subroutine with Bulldozer, lose a total of ➋ from stealth cards.;;Michael Kellner;Proteus
484;Program;Runner;Corrosion;common;[0]: Break wall subroutine.n➊: +1 strength;Sometimes all it takes is a little drip to make a big hole.;James Allen Higgins;Proteus
485;Program;Runner;Crumble;uncommon;After each successful run on HQ, give the Corp a Crumble counter. Two or more Crumble counters allow you trash, at no cost, any cards accessed from HQ, even if the cards cannot normally be trashed.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.;;Mark Rattin;Proteus
486;Program;Runner;Disintegrator;uncommon;➋: Derez a piece of ice and end your run. Use this ability only when you have just broken all the subroutines of that piece of ice and have successfully passed it.;Every time Dhalia laid out a sentry, I'd hand her Disintegrator and say, 'You do the honors.' But that got old in a hurry.;Christopher Rush;Proteus
487;Program;Runner;Enterprise Inc. Shields;common;➊: Prevent up to 2 Net damage.n➊: Prevent 1 brain damage.;I know I always feel more enterprising when my shields are up.-Advert;Mark Rattin;Proteus
488;Program;Runner;Forward's Legacy;uncommon;[0]: Break sentry subroutine.nAt the start of each run, roll a die and add the result to Legacy 's strength for that run.;Forward was a good runner, but wandered a little too close to the edge....;Mark Rattin;Proteus
489;Program;Runner;Fubar;uncommon;➊: Break a subroutine of the cardType chosen for Fubar.n➋: +1 strengthn[0]: Choose whether Fubar breaks code gates, sentries, or walls. Use this ability only once.nWhenever you break an ice subroutine with Fubar, lose ➊ from a stealth card.;;David Logan;Proteus
490;Program;Runner;Garbage In;uncommon;After each successful run on R&D, give the Corp a Garbage counter. Two or more Garbage counters allow you to trash, at no cost, any cards accessed from R&D, even if the cards cannot normally be trashed. The Corp loses two Garbage counters after any run during which this ability is used.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.;;Kevin Taylor;Proteus
491;Program;Runner;Highlighter;uncommon;After each successful run on R&D, give the Corp a Highlighter counter. Each Highlighter counter after the first allows you to access an additional card from R&D whenever you access cards from R&D.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.;;Craig Hooper;Proteus
492;Program;Runner;Lockjaw;common;[T]: Give one of your icebreakers +2 strength for the remainder of this run. Use this ability only during an encounter with a piece of ice.;"Yeah, but its a little bit too loyal;it just doesn't know when to get out of the way.";David Logan;Proteus
493;Program;Runner;Morphing Tool;uncommon;➋: Break a subroutine of the cardType last chosen for Morphing Tool.n➊: +1 strengthn➊, A: Choose whether Morphing Tool breaks code gates, sentries, or walls.nWhen you install Morphing Tool, choose whether it breaks code gates, sentries, or walls.;;Rick Berry;Proteus
494;Program;Runner;Redecorator;common;➊: Break up to two sentry subroutines on a single piece of ice.n➌: +1 strength;I've wanted to name a Killer this ever since my SATs went out claiming to schools that I planned to become an interior decorator.;Mark Tedin;Proteus
495;Program;Runner;Scaldan;rare;After each successful run on HQ, give the Corp a Scaldan counter. Each Scaldan counter forces the Corp to roll a die at the start of each of its turns. On a 5 or a 6, the Corp gains 1 Bad Publicity point.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;;Norm Dwyer;Proteus
496;Program;Runner;Skeleton Passkeys;common;[0]: Break code gate subroutine.n➌: +4 strength;Sometimes I'd rather have bare bones working for me than an army of muscle.-Max Forward;Michael Kellner;Proteus
497;Program;Runner;Skullcap;common;T: Prevent any amount of Net or brain damage.;Just the superficial sort of an icon that someone grounded too far in 'reality' would think up. TURN UP THE FEED, YOU WIGGLY MEAT THINGS! THIS IS THE NET! NOTHING'S REAL! YOU HAVE NO HEAD!-Rache Bartmoss;Craig Hooper;Proteus
498;Program;Runner;Taxman;uncommon;After each successful run on HQ, give the Corp a Tax counter. Every two Tax counters cause the Corp to lose ➊ at the start of each of its turns.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.;The virus just alters their data. The actual damage is done by government auditors.-Spider Murphy;James Allen Higgins;Proteus
499;Program;Runner;Vienna 22;uncommon;After each successful run on HQ, give the Corp a Vienna counter. Each Vienna counter allows you to access an additional card from HQ whenever you access cards from HQ.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.;;David Ho;Proteus
500;Program;Runner;Viral Pipeline;rare;After each successful run on Archives, HQ, or R&D, put a Socket counter in that data fort. Socket counter from Archives, Socket counter from HQ, and Socket counter from R&D: Give the Corp a Pipe counter. Each Pipe counter causes the Corp to forgo an action at the start of each of its turns.nThe Corp may remove all Virus counters at any time, but must then forgo its next three actions.;;David Ho;Proteus
501;Hardware;Runner;Wrecking Ball;common;[0]: Break wall subroutine.n➋: +1 strengthnWhenever you break a wall subroutine with Wrecking Ball, lose ➊ from a stealth card.;Form of a Dwarf!' 'Shape of a Pile Driver!' I'm sich of this Proteus crap. Gimme a good old-fashioned hammer programm any day.;Doug Shuler;Proteus
502;Hardware;Runner;Cortical Cybermodem;common;Provides +2 MU and +2 hand size. Put ➋ from the bank on Cortical Cybermodem when it is installed. Use these bits only to pay for using icebreakers during runs. If you use any of these bits, replace them from the bank at the start of your next turn.nOnly one deck can be in play at a time. Trash any older decks.;;Christopher Rush;Proteus
503;Hardware;Runner;Cortical Stimulators;common;Prevents 1 Net or brain damage each turn.;Damn but those Zombies make your head itch!;Randy Gallegos;Proteus
504;Hardware;Runner;Eurocprpseu2122 Spin Chip;uncommon;Put ➋ from the bank on Spin Chip when it is installed. Spin Chip can have an icebreaker installed in it whose MU cost is no greater than 1. Use the bits on Spin Chip only to pay for using this icebreaker during runs. If you use any of these bits, replace them from the bank at the start of your next turn.;;Doug Shuler;Proteus
505;Hardware;Runner;Lucidrineu2122 Drip Feed;rare;"At the start of each of your turns, if there are two Drip counters on Drip Feed, remove all Drip counters from it and take 1 brain damage, which cannot be prevented;otherwise, put a Drip counter on Drip Feed and gain an action.";By the time he jacked out, his girlfriend had left him, and the dog was dead.;Paul Chadwick;Proteus
506;Hardware;Runner;Sunburst Cranial Interface;common;Provides +1 MU and +1 hand size. Put ➊ from the bank on Cranial Interface when it is installed. Use this bit only to pay for using icebreakers during runs, but not for using noisy icebreakers. If you use the bit, replace it from the bank at the start of your next turn.nOnly one deck can be in play at a time. Trash any older decks.;;Craig Hooper;Proteus
507;Hardware;Runner;The Deck;rare;[0]: Base link 5n➊: +1 linknProvides +1 MU.nUse only one base link card for each trace attempt made against you.nOnly one deck can be in play at a time. Trash any older decks.;...oh, an I'll also need a '20 Moebius Link.nA what?nYou know, Forward's deck. The Deck.nnGotcha.;Mark Tedin;Proteus
508;Resource;Runner;Airport Locker;rare;➎, [T]: Search your stack for a program, and install that program, if you can. Shuffle your stack afterwards. You may use this ability during an encounter with a piece of ice.nHidden resources are installed face down, but are put into the trash face up.;;Zak Plucinski;Proteus
509;Resource;Runner;Back Door to Netwatch;rare;➌, [T]: Cancel the effect of a successful trace. Give the Corp 1 Bad Publicity point if the trace would have had an effect other than or in addition to giving you any tags.nHidden resources are installed face down, but are put into the trash face up.nIf the Corp has 7 or more Bad Publicity points, it loses the game, even if it fulfills victory conditions at the same time.;;John Sledd;Proteus
510;Resource;Runner;Back Door to Rivals;common;[0]: Base link 2 ➌: +1 linknGain ➊ whenever you successfully use Back Door to Rivals to avoid a trace.nUse only one base link card for each trace attempt made against you.;Some corp just smashed into Iron Willie's place and busted him up real bad. No kidding. Huhh.;Romas Kukalis;Proteus
511;Resource;Runner;Bargain with Viacox;rare;After the turn in which you install Viacox, you gain an action during each of your turns, which you must take if possible. Roll a die at the start of each of your turns to find out what the action is. On a 1, draw a card. On a 2, gain ➊. On a 3, make a run on R&D. On a 4, make a run on HQ. On a 5, make a run on a subsidiary data fort. On a 6, reveal a card to the Corp at random from your hand, and play or install that card.;;Michael Kelnner;Proteus
512;Resource;Runner;Bolt-Hole;common;[T]: Prevent 2 meat damage.nHidden resources are installed face down, but are put into the trash face up.;Over threre1 BRRRRRRT! Take out that wall! Tink, tink, WHUMPF! Okay, looks clear.n(Whew!)nDid you hear something?;Doug Chaffee;Proteus
513;Resource;Runner;Chiba Bank Account;common;➊, [T]: Gain ➍. You may use this ability whenever you pay any cost or penalty.nHidden resources are installed face down, but are put into the trash face up.;We keep your money safe from prying eyes.-Chiba Mutual prospectus, edited draft for English-speaking investors;Matt Wilson;Proteus
514;Resource;Runner;Credit Subversion;uncommon;[T]: Trash, at no cost, all cards installed in a subsidiary data fort, even if they cannot normally be trashed. Use this ability only when you have just successfully made a run on that fort, and before accessing cards from that fort.nHidden resources are installed face down, but are put into the trash face up.;What happened to that guy who used to clean the fish tanks?nHe had a family emergency in Crystal Palace right after that screw-up in Finance.;David Logan;Proteus
515;Resource;Runner;Death From Above;rare;[T]: Trash, at no cost, all cards installed in a subsidiary data fort, even if they cannot normally be trashed. Use this ability only when you have just successfully made a run on that fort, and before accessing cards from that fort.nHidden resources are installed face down, but are put into the trash face up.;;Zak Plucinski;Proteus
516;Resource;Runner;Expendable Family Member;common;➊, [T]: Avoid receiving a tag.nHidden resources are installed face down, but are put into the trash face up.;I'm an only child...now.;Zak Plucinski;Proteus
517;Resource;Runner;Get Ready to Rumble;uncommon;[T]: The Corp discards two cards at random from HQ. Use this ability only when the Corp successfully does meat damage.nHidden resources are installed face down, but are put into the trash face up.;;Kevin Taylor;Proteus
518;Resource;Runner;HQ Mole;common;➍, [T]: Access two additional cards from HQ. Use this ability only when accessing cards from HQ.nHidden resources are installed face down, but are put into the trash face up.;I've got low friends in high places.;Phil Hale;Proteus
519;Resource;Runner;Liberated Savings Account;common;➐, [T]: Gain [11]. You may use this ability whenever you pay any cost or penalty.nHidden resources are installed face down, but are put into the trash face up.;Honey, are you forgetting to record your credit transfers again?;Phil Hale;Proteus
520;Resource;Runner;Mercenary Subcontract;uncommon;➍, [T]: Trash, at no cost, one or more cards that you are currently accessing, even if those cards cannot normally be trashed.nHidden resources are installed face down, but are put into the trash face up.;Now, remember to place the charges exactly where I tell you this time.;Rick Berry;Proteus
521;Resource;Runner;Precision Bribery;uncommon;The Corp cannot create any new data forts. The Corp may trash Precision Bribery by taking an action to pay ➍. Only one unique card of a particular name can be in play at a time. If for some reason more than one is in play, trash all but one.;;Debbie Hughes;Proteus
522;Resource;Runner;R&D Mole;common;➍, [T]: Access two additional cards from R&D. Use this ability only when accessing cards from R&D.nHidden resources are installed face down, but are put into the trash face up.;Don't worry-you'll have the time. The new game on the system will keep them distracted for hours.;Rick Berry;Proteus
523;Resource;Runner;Runner Sensei;common;➋: Base link 4 ➋: +1 linknGain ➊ whenever you successfully use Runner Sensei to avoid a trace.nUse only one base link card for each trace attempt made against you.;;Randy Gallegos;Proteus
524;Resource;Runner;Simulacrum;rare;[T]: Pass a piece of AP ice. You may use this ability during an encounter with a piece of ice.nHidden resources are installed face down, but are put into the trash face up.;;Kino;Proteus
525;Resource;Runner;Streetware Distributor;common;Take ➊ from Streetware Distributor, if it has any bits, at the start of each of your turns.nA: Put ➌ from the bank on Streetware Distributor.;Way it works is, you choose an object off the shelf, and I give you the download key when you pay. Or you shoplift it, and it downloads automatically...with the complimentary virus option.;Matt Wilson;Proteus
526;Resource;Runner;Swiss Bank Account;common;You may use the following abilities whenever you pay any cost or penalty. [T]: Gain ➋.n➌, [T]: Gain ➏.nHidden resources are installed face down, but are put into the trash face up.;;Debbie Hughes;Proteus
527;Resource;Runner;Time to Collect;rare;[T]: Prevent one or more of your other installed resources from being trashed. Use this ability only during the Corp 's turn.nHidden resources are installed face down, but are put into the trash face up.;;Doug Chaffee;Proteus
528;Resource;Runner;Wired Switchboard;common;[T]: +3 link. Use this ability only after you and the Corp have revealed how much each of you spent on the trace attempt.nHidden resources are installed face down, but are put into the trash face up.;I use a lot more explosive than I need, so they think it's a random structure hit. There's no way to track all those down, so they usually don't bother.;Doug Chaffee;Proteus
529;Upgrade;Corporation;Badtimes;common;Play only if Runner is tagged.nRunner's MU is reduced by 2 until end of turn;They allways think it's a hoax.;;Classic
530;Upgrade;Corporation;Corporate Shuffle;common;;;;Classic
531;Upgrade;Corporation;Reclamation Project;rare;;;;Classic
532;Upgrade;Corporation;London City Grid;rare;;;;Classic
533;Upgrade;Corporation;Self-Destruct;common;;;;Classic
534;Upgrade;Corporation;Shock Treatment;rare;;;;Classic
535;Upgrade;Corporation;Sterdroid;common;;;;Classic
536;Upgrade;Corporation;Street Enforcer;rare;;;;Classic
537;Upgrade;Corporation;Indiscriminate Response Team;rare;;;;Classic
538;Upgrade;Corporation;Satellite Monitors;common;;;;Classic
539;Upgrade;Corporation;Strategic Planning Group;rare;;;;Classic
